ID,Entry Name,Gene,Pfam
Q92900,RENT1_HUMAN,UPF1,PF13086;PF13087;PF04851;PF18141;PF09416;
Q92901,RL3L_HUMAN,RPL3L,PF00297;
Q92902,HPS1_HUMAN,HPS1,PF19036;PF19037;PF19038;
Q92903,CDS1_HUMAN,CDS1,PF01148;
Q92904,DAZL_HUMAN,DAZL,PF18872;PF00076;
Q92905,CSN5_HUMAN,COPS5,PF18323;PF01398;
Q92908,GATA6_HUMAN,GATA6,PF00320;PF05349;
Q92911,SC5A5_HUMAN,SLC5A5,PF00474;
Q92913,FGF13_HUMAN,FGF13,PF00167;
Q92915,FGF14_HUMAN,FGF14,PF00167;
Q92917,GPKOW_HUMAN,GPKOW,PF12656;PF00467;
Q92918,M4K1_HUMAN,MAP4K1,PF00780;PF00069;
Q92922,SMRC1_HUMAN,SMARCC1,PF00249;PF04433;PF16495;PF16496;PF16498;
Q92925,SMRD2_HUMAN,SMARCD2,PF02201;
Q92930,RAB8B_HUMAN,RAB8B,PF00071;
Q92932,PTPR2_HUMAN,PTPRN2,PF11548;PF14948;PF00102;
Q92934,BAD_HUMAN,BAD,PF10514;
Q92935,EXTL1_HUMAN,EXTL1,PF03016;PF09258;
Q92945,FUBP2_HUMAN,KHSRP,PF09005;PF00013;
Q92947,GCDH_HUMAN,GCDH,PF00441;PF02770;PF02771;
Q92949,FOXJ1_HUMAN,FOXJ1,PF00250;
Q92952,KCNN1_HUMAN,KCNN1,PF02888;PF07885;PF03530;
Q92953,KCNB2_HUMAN,KCNB2,PF02214;PF00520;PF03521;
Q92954,PRG4_HUMAN,PRG4,PF00045;PF01033;
Q92956,TNR14_HUMAN,TNFRSF14,PF00020;
Q92959,SO2A1_HUMAN,SLCO2A1,PF07648;PF03137;
Q92963,RIT1_HUMAN,RIT1,PF00071;
Q92966,SNPC3_HUMAN,SNAPC3,PF12251;
Q92968,PEX13_HUMAN,PEX13,PF04088;PF14604;
Q92973,TNPO1_HUMAN,TNPO1,PF02985;PF13513;PF03810;
Q92974,ARHG2_HUMAN,ARHGEF2,PF17838;PF00621;
Q92979,NEP1_HUMAN,EMG1,PF03587;
Q92982,NINJ1_HUMAN,NINJ1,PF04923;
Q92985,IRF7_HUMAN,IRF7,PF00605;PF10401;
Q92988,DLX4_HUMAN,DLX4,PF00046;
Q92989,CLP1_HUMAN,CLP1,PF06807;PF16573;PF16575;
Q92990,GLMN_HUMAN,GLMN,PF08568;
Q92993,KAT5_HUMAN,KAT5,PF01853;PF11717;PF17772;
Q92994,TF3B_HUMAN,BRF1,PF07741;PF08271;PF00382;
Q92995,UBP13_HUMAN,USP13,PF00627;PF22562;PF00443;PF02148;PF17807;
Q92997,DVL3_HUMAN,DVL3,PF00610;PF02377;PF00778;PF12316;PF00595;
Q93008,USP9X_HUMAN,USP9X,PF12030;PF00443;PF22900;
Q93009,UBP7_HUMAN,USP7,PF22486;PF00443;PF14533;PF12436;
Q93015,NAA80_HUMAN,NAA80,PF00583;
Q93033,IGSF2_HUMAN,CD101,PF07686;
Q93034,CUL5_HUMAN,CUL5,PF00888;PF10557;
Q93038,TNR25_HUMAN,TNFRSF25,PF00531;
Q93045,STMN2_HUMAN,STMN2,PF00836;
Q93050,VPP1_HUMAN,ATP6V0A1,PF01496;
Q93052,LPP_HUMAN,LPP,PF00412;
Q93062,RBPMS_HUMAN,RBPMS,PF00076;
Q93063,EXT2_HUMAN,EXT2,PF03016;PF09258;
Q93070,NAR4_HUMAN,ART4,PF01129;
Q93074,MED12_HUMAN,MED12,PF09497;PF12145;PF12144;
Q93077,H2A1C_HUMAN,H2AC6,PF00125;PF16211;
Q93079,H2B1H_HUMAN,H2BC9,PF00125;
Q93084,AT2A3_HUMAN,ATP2A3,PF13246;PF00689;PF00690;PF00122;PF00702;
Q93086,P2RX5_HUMAN,P2RX5,PF00864;
Q93088,BHMT1_HUMAN,BHMT,PF02574;
Q93091,RNAS6_HUMAN,RNASE6,PF00074;
Q93096,TP4A1_HUMAN,PTP4A1,PF22785;
Q93097,WNT2B_HUMAN,WNT2B,PF00110;
Q93098,WNT8B_HUMAN,WNT8B,PF00110;
Q93099,HGD_HUMAN,HGD,PF04209;PF20510;
Q93100,KPBB_HUMAN,PHKB,PF00723;PF19292;
Q95460,HMR1_HUMAN,MR1,PF07654;PF00129;
Q969D9,TSLP_HUMAN,TSLP,PF15216;
Q969E2,SCAM4_HUMAN,SCAMP4,PF04144;
Q969E3,UCN3_HUMAN,UCN3,PF00473;
Q969E8,TSR2_HUMAN,TSR2,PF10273;
Q969F0,FATE1_HUMAN,FATE1,PF05644;
Q969F1,TF3C6_HUMAN,GTF3C6,PF10419;
Q969F2,NKD2_HUMAN,NKD2,null
Q969F8,KISSR_HUMAN,KISS1R,PF00001;
Q969F9,HPS3_HUMAN,HPS3,PF14763;PF14761;
Q969G2,LHX4_HUMAN,LHX4,PF00046;PF00412;
Q969G3,SMCE1_HUMAN,SMARCE1,PF00505;
Q969G5,CAVN3_HUMAN,CAVIN3,PF15237;
Q969G6,RIFK_HUMAN,RFK,PF01687;
Q969G9,NKD1_HUMAN,NKD1,null
Q969H0,FBXW7_HUMAN,FBXW7,PF12937;PF00400;
Q969H4,CNKR1_HUMAN,CNKSR1,PF10534;PF00169;
Q969H6,POP5_HUMAN,POP5,PF01900;
Q969H8,MYDGF_HUMAN,MYDGF,PF10572;
Q969I6,S38A4_HUMAN,SLC38A4,PF01490;
Q969J2,ZKSC4_HUMAN,ZKSCAN4,PF01352;PF02023;PF00096;
Q969J3,BORC5_HUMAN,BORCS5,PF10158;
Q969J5,I22R2_HUMAN,IL22RA2,PF09294;PF01108;
Q969K3,RNF34_HUMAN,RNF34,PF21272;PF22968;PF13920;
Q969K4,ABTB1_HUMAN,ABTB1,PF12796;PF00651;
Q969K7,TMM54_HUMAN,TMEM54,PF12304;
Q969L2,MAL2_HUMAN,MAL2,PF01284;
Q969L4,LSM10_HUMAN,LSM10,PF01423;
Q969M3,YIPF5_HUMAN,YIPF5,PF04893;
Q969M7,UBE2F_HUMAN,UBE2F,PF00179;
Q969N2,PIGT_HUMAN,PIGT,PF04113;
Q969P0,IGSF8_HUMAN,IGSF8,PF07686;
Q969P5,FBX32_HUMAN,FBXO32,null
Q969P6,TOP1M_HUMAN,TOP1MT,PF14370;PF01028;PF02919;
Q969Q1,TRI63_HUMAN,TRIM63,PF00643;PF13445;
Q969Q5,RAB24_HUMAN,RAB24,PF00071;
Q969Q6,P2R3C_HUMAN,PPP2R3C,PF17958;
Q969R2,OSBP2_HUMAN,OSBP2,PF01237;PF00169;
Q969R5,LMBL2_HUMAN,L3MBTL2,PF02820;PF21319;
Q969R8,ITFG2_HUMAN,ITFG2,PF15907;
Q969S0,S35B4_HUMAN,SLC35B4,PF08449;
Q969S2,NEIL2_HUMAN,NEIL2,PF06831;
Q969S3,ZN622_HUMAN,ZNF622,PF12756;PF12171;
Q969S6,TM203_HUMAN,TMEM203,null
Q969S8,HDA10_HUMAN,HDAC10,PF00850;
Q969S9,RRF2M_HUMAN,GFM2,PF22042;PF00679;PF14492;PF03764;PF00009;
Q969T4,UB2E3_HUMAN,UBE2E3,PF00179;
Q969T7,5NT3B_HUMAN,NT5C3B,PF05822;
Q969T9,WBP2_HUMAN,WBP2,PF02893;
Q969U6,FBXW5_HUMAN,FBXW5,PF12937;PF00400;
Q969U7,PSMG2_HUMAN,PSMG2,PF09754;
Q969V3,NCLN_HUMAN,NCLN,PF04389;
Q969V4,TEKT1_HUMAN,TEKT1,PF03148;
Q969V5,MUL1_HUMAN,MUL1,PF12483;PF13920;
Q969V6,MRTFA_HUMAN,MRTFA,PF02755;PF02037;
Q969W0,SPTSA_HUMAN,SPTSSA,PF11779;
Q969W1,ZDH16_HUMAN,ZDHHC16,PF01529;
Q969W9,PMEPA_HUMAN,PMEPA1,null
Q969X0,RIPL2_HUMAN,RILPL2,PF09744;PF11461;
Q969X1,LFG3_HUMAN,TMBIM1,PF01027;
Q969X2,SIA7F_HUMAN,ST6GALNAC6,PF00777;
Q969X5,ERGI1_HUMAN,ERGIC1,PF07970;PF13850;
Q969X6,UTP4_HUMAN,UTP4,PF00400;
Q969Y2,GTPB3_HUMAN,GTPBP3,PF01926;PF12631;PF10396;
Q969Z0,FAKD4_HUMAN,TBRG4,PF06743;PF08368;PF08373;
Q969Z3,MARC2_HUMAN,MTARC2,PF03473;PF03476;
Q969Z4,TR19L_HUMAN,RELT,PF12606;
Q96A08,H2B1A_HUMAN,H2BC1,PF00125;
Q96A09,TET5B_HUMAN,TENT5B,PF07984;
Q96A11,G3ST3_HUMAN,GAL3ST3,PF06990;
Q96A25,T106A_HUMAN,TMEM106A,PF07092;PF21002;
Q96A26,F162A_HUMAN,FAM162A,PF06388;
Q96A29,FUCT1_HUMAN,SLC35C1,PF03151;
Q96A32,MYL11_HUMAN,MYL11,PF13405;
Q96A33,CCD47_HUMAN,CCDC47,PF07946;
Q96A37,RN166_HUMAN,RNF166,PF05605;PF13445;PF18574;
Q96A44,SPSB4_HUMAN,SPSB4,PF07525;PF00622;
Q96A49,SYAP1_HUMAN,SYAP1,PF03909;
Q96A54,PAQR1_HUMAN,ADIPOR1,PF03006;
Q96A56,T53I1_HUMAN,TP53INP1,PF14839;
Q96A57,TM230_HUMAN,TMEM230,PF05915;
Q96A58,RERG_HUMAN,RERG,PF00071;
Q96A59,MALD3_HUMAN,MARVELD3,null
Q96A61,TRI52_HUMAN,TRIM52,PF00643;PF15227;
Q96A65,EXOC4_HUMAN,EXOC4,PF20652;PF04048;
Q96A70,AZIN2_HUMAN,AZIN2,PF02784;PF00278;
Q96A72,MGN2_HUMAN,MAGOHB,PF02792;
Q96A83,COQA1_HUMAN,COL26A1,PF01391;PF07546;
Q96AA3,RFT1_HUMAN,RFT1,PF04506;
Q96AA8,JKIP2_HUMAN,JAKMIP2,PF16034;
Q96AB6,NTAN1_HUMAN,NTAN1,PF14736;
Q96AC1,FERM2_HUMAN,FERMT2,PF00373;PF18124;PF00169;
Q96AD5,PLPL2_HUMAN,PNPLA2,PF01734;
Q96AE4,FUBP1_HUMAN,FUBP1,PF09005;PF00013;
Q96AE7,TTC17_HUMAN,TTC17,PF13181;
Q96AG3,S2546_HUMAN,SLC25A46,PF00153;
Q96AG4,LRC59_HUMAN,LRRC59,PF00560;PF13855;
Q96AH0,SOSB2_HUMAN,NABP1,PF21473;
Q96AH8,RAB7B_HUMAN,RAB7B,PF00071;
Q96AJ1,CLUA1_HUMAN,CLUAP1,PF10234;
Q96AJ9,VTI1A_HUMAN,VTI1A,PF05008;PF12352;
Q96AK3,ABC3D_HUMAN,APOBEC3D,PF18782;
Q96AN5,TM143_HUMAN,TMEM143,PF12576;
Q96AP0,ACD_HUMAN,ACD,PF10341;
Q96AP4,ZUP1_HUMAN,ZUP1,PF07910;
Q96AP7,ESAM_HUMAN,ESAM,PF13927;PF07686;
Q96AQ6,PBIP1_HUMAN,PBXIP1,null
Q96AQ7,CIDEC_HUMAN,CIDEC,PF02017;
Q96AQ8,MCUR1_HUMAN,MCUR1,PF07798;
Q96AT9,RPE_HUMAN,RPE,PF00834;
Q96AV8,E2F7_HUMAN,E2F7,PF02319;
Q96AW1,VOPP1_HUMAN,VOPP1,null
Q96AX1,VP33A_HUMAN,VPS33A,PF00995;
Q96AX2,RAB37_HUMAN,RAB37,PF00071;
Q96AX9,MIB2_HUMAN,MIB2,PF00023;PF12796;PF06701;PF18346;PF13920;PF00569;
Q96AY2,EME1_HUMAN,EME1,PF21292;PF02732;
Q96AY3,FKB10_HUMAN,FKBP10,PF13202;PF00254;
Q96AY4,TTC28_HUMAN,TTC28,PF12770;PF13424;PF13176;
Q96AZ1,EFMT3_HUMAN,EEF1AKMT3,PF10294;
Q96AZ6,ISG20_HUMAN,ISG20,PF00929;
Q96B01,R51A1_HUMAN,RAD51AP1,PF15696;
Q96B02,UBE2W_HUMAN,UBE2W,PF00179;
Q96B18,DACT3_HUMAN,DACT3,PF15268;
Q96B21,TM45B_HUMAN,TMEM45B,PF04819;
Q96B23,ARK2N_HUMAN,ARK2N,PF15303;
Q96B26,EXOS8_HUMAN,EXOSC8,PF01138;PF03725;
Q96B36,AKTS1_HUMAN,AKT1S1,PF15798;PF22911;
Q96B42,TMM18_HUMAN,TMEM18,PF14770;
Q96B49,TOM6_HUMAN,TOMM6,PF15184;
Q96B67,ARRD3_HUMAN,ARRDC3,PF02752;PF00339;
Q96B86,RGMA_HUMAN,RGMA,PF06534;PF06535;
Q96B96,LDAF1_HUMAN,LDAF1,PF16015;
Q96B97,SH3K1_HUMAN,SH3KBP1,PF14604;
Q96BA8,CR3L1_HUMAN,CREB3L1,PF00170;
Q96BD0,SO4A1_HUMAN,SLCO4A1,PF07648;PF03137;
Q96BD5,PF21A_HUMAN,PHF21A,PF00628;
Q96BD6,SPSB1_HUMAN,SPSB1,PF07525;PF00622;
Q96BD8,SKA1_HUMAN,SKA1,PF07160;
Q96BF3,TMIG2_HUMAN,TMIGD2,PF07686;
Q96BF6,NACC2_HUMAN,NACC2,PF10523;PF00651;
Q96BH1,RNF25_HUMAN,RNF25,PF05773;PF13639;
Q96BI1,S22AI_HUMAN,SLC22A18,PF07690;
Q96BI3,APH1A_HUMAN,APH1A,PF06105;
Q96BJ3,AIDA_HUMAN,AIDA,PF14186;PF08910;
Q96BK5,PINX1_HUMAN,PINX1,PF01585;
Q96BM1,ANKR9_HUMAN,ANKRD9,null
Q96BM9,ARL8A_HUMAN,ARL8A,PF00025;
Q96BN2,TADA1_HUMAN,TADA1,PF12767;
Q96BN8,OTUL_HUMAN,OTULIN,PF16218;
Q96BP2,CHCH1_HUMAN,CHCHD1,PF06747;
Q96BP3,PPWD1_HUMAN,PPWD1,PF00160;PF00400;
Q96BR1,SGK3_HUMAN,SGK3,PF00069;PF00433;PF00787;
Q96BR5,COA7_HUMAN,COA7,PF08238;
Q96BR6,ZN669_HUMAN,ZNF669,PF01352;PF00096;
Q96BR9,ZBT8A_HUMAN,ZBTB8A,PF00651;PF00096;
Q96BS2,CHP3_HUMAN,TESC,PF13405;
Q96BT3,CENPT_HUMAN,CENPT,PF15511;PF16171;
Q96BT7,ALKB8_HUMAN,ALKBH8,PF13532;PF09004;PF08241;PF00076;
Q96BW1,UPP_HUMAN,UPRT,PF14681;
Q96BW5,PTER_HUMAN,PTER,PF02126;
Q96BW9,TAM41_HUMAN,TAMM41,PF09139;
Q96BY2,MOAP1_HUMAN,MOAP1,PF14893;PF20846;
Q96BY6,DOC10_HUMAN,DOCK10,PF06920;PF20422;PF20421;PF14429;PF11878;PF00169;
Q96BY7,ATG2B_HUMAN,ATG2B,PF09333;PF13329;PF12624;
Q96BY9,SARAF_HUMAN,SARAF,PF06682;
Q96BZ4,PLD4_HUMAN,PLD4,PF13918;
Q96BZ8,LENG1_HUMAN,LENG1,PF10197;
Q96BZ9,TBC20_HUMAN,TBC1D20,PF00566;
Q96C00,ZBTB9_HUMAN,ZBTB9,PF00651;
Q96C03,MID49_HUMAN,MIEF2,PF20266;PF21297;
Q96C10,DHX58_HUMAN,DHX58,PF00271;PF04851;PF18119;PF11648;
Q96C11,FGGY_HUMAN,FGGY,PF02782;PF00370;
Q96C12,ARMC5_HUMAN,ARMC5,null
Q96C23,GALM_HUMAN,GALM,PF01263;
Q96C24,SYTL4_HUMAN,SYTL4,PF00168;PF02318;
Q96C36,P5CR2_HUMAN,PYCR2,PF03807;PF14748;
Q96C45,ULK4_HUMAN,ULK4,PF00069;
Q96C55,ZN524_HUMAN,ZNF524,PF00096;PF13894;PF13912;
Q96C74,ROP1L_HUMAN,ROPN1L,null
Q96C86,DCPS_HUMAN,DCPS,PF05652;PF11969;
Q96C92,ENTR1_HUMAN,ENTR1,null
Q96CA5,BIRC7_HUMAN,BIRC7,PF00653;PF13920;
Q96CB8,INT12_HUMAN,INTS12,PF00628;
Q96CB9,NSUN4_HUMAN,NSUN4,PF01189;
Q96CC6,RHDF1_HUMAN,RHBDF1,PF12595;PF01694;
Q96CD2,COAC_HUMAN,PPCDC,PF02441;
Q96CE8,T4S18_HUMAN,TM4SF18,PF05805;
Q96CF2,CHM4C_HUMAN,CHMP4C,PF03357;
Q96CG3,TIFA_HUMAN,TIFA,PF00498;
Q96CG8,CTHR1_HUMAN,CTHRC1,null
Q96CJ1,EAF2_HUMAN,EAF2,PF09816;
Q96CK0,ZN653_HUMAN,ZNF653,PF00096;
Q96CM3,RUSD4_HUMAN,RPUSD4,PF00849;
Q96CM8,ACSF2_HUMAN,ACSF2,PF00501;PF13193;
Q96CN4,EVI5L_HUMAN,EVI5L,PF00566;
Q96CN5,LRC45_HUMAN,LRRC45,PF13516;
Q96CN9,GCC1_HUMAN,GCC1,PF01465;
Q96CP6,ASTRA_HUMAN,GRAMD1A,PF02893;PF16016;
Q96CP7,TLCD1_HUMAN,TLCD1,PF03798;
Q96CQ1,S2536_HUMAN,SLC25A36,PF00153;
Q96CS2,HAUS1_HUMAN,HAUS1,null
Q96CS3,FAF2_HUMAN,FAF2,PF21021;PF22566;PF00789;
Q96CS7,PKHB2_HUMAN,PLEKHB2,PF00169;
Q96CT7,CC124_HUMAN,CCDC124,PF06244;
Q96CU9,FXRD1_HUMAN,FOXRED1,PF01266;
Q96CV9,OPTN_HUMAN,OPTN,PF16516;PF11577;PF18414;
Q96CW1,AP2M1_HUMAN,AP2M1,PF00928;PF01217;
Q96CW5,GCP3_HUMAN,TUBGCP3,PF04130;PF17681;
Q96CW9,NTNG2_HUMAN,NTNG2,PF00053;PF00055;
Q96D03,DDT4L_HUMAN,DDIT4L,PF07809;
Q96D05,F241B_HUMAN,FAM241B,PF15378;
Q96D09,GASP2_HUMAN,GPRASP2,PF04826;
Q96D15,RCN3_HUMAN,RCN3,PF13202;PF13499;
Q96D21,RHES_HUMAN,RASD2,PF00071;
Q96D31,ORAI1_HUMAN,ORAI1,PF07856;
Q96D42,HAVR1_HUMAN,HAVCR1,PF07686;
Q96D46,NMD3_HUMAN,NMD3,PF04981;PF21192;PF21193;
Q96D53,COQ8B_HUMAN,COQ8B,PF03109;
Q96D59,RN183_HUMAN,RNF183,null
Q96D71,REPS1_HUMAN,REPS1,PF12763;
Q96D96,HVCN1_HUMAN,HVCN1,PF00520;PF16799;
Q96D98,EID2B_HUMAN,EID2B,null
Q96DA0,PAUF_HUMAN,ZG16B,PF01419;
Q96DA2,RB39B_HUMAN,RAB39B,PF00071;
Q96DA6,TIM14_HUMAN,DNAJC19,PF00226;
Q96DB2,HDA11_HUMAN,HDAC11,PF00850;
Q96DB5,RMD1_HUMAN,RMDN1,PF21033;
Q96DB9,FXYD5_HUMAN,FXYD5,PF02038;
Q96DC9,OTUB2_HUMAN,OTUB2,PF10275;
Q96DE0,NUD16_HUMAN,NUDT16,PF22327;
Q96DE5,APC16_HUMAN,ANAPC16,PF17256;
Q96DF8,ESS2_HUMAN,ESS2,PF09751;
Q96DG6,CMBL_HUMAN,CMBL,PF01738;
Q96DH6,MSI2H_HUMAN,MSI2,PF00076;
Q96DI7,SNR40_HUMAN,SNRNP40,PF00400;
Q96DM3,RMC1_HUMAN,RMC1,PF07035;PF21029;
Q96DN0,ERP27_HUMAN,ERP27,PF13848;
Q96DN2,VWCE_HUMAN,VWCE,PF12662;PF00093;
Q96DN5,TBC31_HUMAN,TBC1D31,PF00566;PF00400;
Q96DN6,MBD6_HUMAN,MBD6,null
Q96DP5,FMT_HUMAN,MTFMT,PF02911;PF00551;
Q96DR4,STAR4_HUMAN,STARD4,PF01852;
Q96DR5,BPIA2_HUMAN,BPIFA2,PF01273;
Q96DR7,ARHGQ_HUMAN,ARHGEF26,PF00621;PF00018;PF22697;
Q96DR8,MUCL1_HUMAN,MUCL1,PF21823;
Q96DT5,DYH11_HUMAN,DNAH11,PF12774;PF12775;PF12780;PF12781;PF17857;PF18198;PF08385;PF08393;PF17852;PF18199;PF03028;PF12777;
Q96DT6,ATG4C_HUMAN,ATG4C,PF20166;PF03416;
Q96DT7,ZBT10_HUMAN,ZBTB10,PF00651;
Q96DU3,SLAF6_HUMAN,SLAMF6,PF07686;
Q96DU7,IP3KC_HUMAN,ITPKC,PF03770;
Q96DV4,RM38_HUMAN,MRPL38,PF01161;
Q96DW6,S2538_HUMAN,SLC25A38,PF00153;
Q96DX5,ASB9_HUMAN,ASB9,PF12796;PF07525;
Q96DX7,TRI44_HUMAN,TRIM44,PF00643;
Q96DX8,RTP4_HUMAN,RTP4,PF13695;
Q96DZ1,ERLEC_HUMAN,ERLEC1,PF07915;
Q96DZ5,CLIP3_HUMAN,CLIP3,PF12796;PF01302;
Q96DZ7,T4S19_HUMAN,TM4SF19,PF05805;
Q96DZ9,CKLF5_HUMAN,CMTM5,PF01284;
Q96E09,PBIR1_HUMAN,PABIR1,null
Q96E11,RRFM_HUMAN,MRRF,PF01765;
Q96E14,RMI2_HUMAN,RMI2,PF16100;
Q96E17,RAB3C_HUMAN,RAB3C,PF00071;
Q96E22,NGBR_HUMAN,NUS1,PF01255;
Q96E29,MTEF3_HUMAN,MTERF3,PF02536;
Q96E35,ZMY19_HUMAN,ZMYND19,PF13392;PF01753;
Q96E40,SACA9_HUMAN,SPACA9,PF15120;
Q96E52,OMA1_HUMAN,OMA1,PF01435;
Q96E93,KLRG1_HUMAN,KLRG1,PF00059;
Q96EA4,SPDLY_HUMAN,SPDL1,null
Q96EB1,ELP4_HUMAN,ELP4,PF05625;
Q96EB6,SIR1_HUMAN,SIRT1,PF02146;
Q96EC8,YIPF6_HUMAN,YIPF6,PF04893;
Q96ED9,HOOK2_HUMAN,HOOK2,PF05622;PF19047;
Q96EE3,SEH1_HUMAN,SEH1L,PF00400;
Q96EF0,MTMR8_HUMAN,MTMR8,PF06602;PF21098;
Q96EF6,FBX17_HUMAN,FBXO17,PF12937;PF04300;
Q96EG1,ARSG_HUMAN,ARSG,PF00884;PF14707;
Q96EG3,ZN837_HUMAN,ZNF837,PF00096;
Q96EH3,MASU1_HUMAN,MALSU1,PF02410;
Q96EK4,THA11_HUMAN,THAP11,PF05485;
Q96EK5,KBP_HUMAN,KIFBP,PF12309;
Q96EK6,GNA1_HUMAN,GNPNAT1,PF00583;
Q96EL1,INKA1_HUMAN,INKA1,PF15342;
Q96EL3,RM53_HUMAN,MRPL53,PF10780;
Q96EM0,T3HPD_HUMAN,L3HYPDH,PF05544;
Q96EN8,MOCOS_HUMAN,MOCOS,PF00266;PF03473;PF03476;
Q96EP0,RNF31_HUMAN,RNF31,PF18091;PF16678;PF22191;PF09409;PF18486;
Q96EP1,CHFR_HUMAN,CHFR,PF00498;PF13923;PF17979;
Q96EP5,DAZP1_HUMAN,DAZAP1,PF00076;
Q96EP9,NTCP4_HUMAN,SLC10A4,PF01758;
Q96EQ0,SGTB_HUMAN,SGTB,PF16546;PF00515;PF13414;
Q96EQ8,RN125_HUMAN,RNF125,PF13923;PF05605;PF18574;
Q96ER9,MITOK_HUMAN,CCDC51,null
Q96ES7,SGF29_HUMAN,SGF29,PF07039;
Q96EU7,C1GLC_HUMAN,C1GALT1C1,null
Q96EV2,RBM33_HUMAN,RBM33,null
Q96EV8,DTBP1_HUMAN,DTNBP1,PF04440;
Q96EW2,HBAP1_HUMAN,HSPBAP1,PF13621;
Q96EX2,RNFT2_HUMAN,RNFT2,PF13639;
Q96EX3,DC2I2_HUMAN,DYNC2I2,PF00400;
Q96EY1,DNJA3_HUMAN,DNAJA3,PF00226;PF01556;PF00684;
Q96EY4,TMA16_HUMAN,TMA16,PF11176;
Q96EY5,MB12A_HUMAN,MVB12A,PF10240;
Q96EY7,PTCD3_HUMAN,PTCD3,PF13812;PF22330;
Q96EY8,MMAB_HUMAN,MMAB,PF01923;
Q96EZ8,MCRS1_HUMAN,MCRS1,PF00498;PF13325;
Q96F05,CK024_HUMAN,C11orf24,PF17823;
Q96F07,CYFP2_HUMAN,CYFIP2,PF07159;PF05994;
Q96F10,SAT2_HUMAN,SAT2,PF00583;
Q96F15,GIMA5_HUMAN,GIMAP5,PF04548;
Q96F24,NRBF2_HUMAN,NRBF2,PF08961;PF17169;
Q96F25,ALG14_HUMAN,ALG14,PF08660;
Q96F44,TRI11_HUMAN,TRIM11,PF13765;PF00622;PF00643;PF15227;
Q96F45,ZN503_HUMAN,ZNF503,PF12402;
Q96F46,I17RA_HUMAN,IL17RA,PF16556;PF16578;PF08357;
Q96F81,DISP1_HUMAN,DISP1,PF02460;
Q96F85,CNRP1_HUMAN,CNRIP1,PF15043;
Q96F86,EDC3_HUMAN,EDC3,PF16598;PF09532;PF12701;PF03853;
Q96FA3,PELI1_HUMAN,PELI1,PF04710;PF20723;
Q96FC9,DDX11_HUMAN,DDX11,PF06733;PF13307;
Q96FE5,LIGO1_HUMAN,LINGO1,PF07679;PF13855;
Q96FE7,P3IP1_HUMAN,PIK3IP1,PF00051;
Q96FF9,CDCA5_HUMAN,CDCA5,PF09666;
Q96FG2,ELMD3_HUMAN,ELMOD3,PF04727;
Q96FI4,NEIL1_HUMAN,NEIL1,PF01149;PF09292;
Q96FJ0,STALP_HUMAN,STAMBPL1,PF01398;PF08969;
Q96FJ2,DYL2_HUMAN,DYNLL2,PF01221;
Q96FL8,S47A1_HUMAN,SLC47A1,PF01554;
Q96FL9,GLT14_HUMAN,GALNT14,PF00535;PF00652;
Q96FM1,PGAP3_HUMAN,PGAP3,PF04080;
Q96FN4,CPNE2_HUMAN,CPNE2,PF00168;PF07002;
Q96FQ6,S10AG_HUMAN,S100A16,PF01023;
Q96FS4,SIPA1_HUMAN,SIPA1,PF00595;PF21022;PF02145;
Q96FT7,ASIC4_HUMAN,ASIC4,PF00858;
Q96FT9,IFT43_HUMAN,IFT43,PF15305;
Q96FV3,TSN17_HUMAN,TSPAN17,PF00335;
Q96FV9,THOC1_HUMAN,THOC1,PF00531;PF11957;
Q96FW1,OTUB1_HUMAN,OTUB1,PF10275;
Q96FX2,DPH3_HUMAN,DPH3,PF05207;
Q96FX7,TRM61_HUMAN,TRMT61A,PF08704;
Q96FX8,PERP_HUMAN,PERP,PF00822;
Q96FZ2,HMCES_HUMAN,HMCES,PF02586;
Q96FZ5,CKLF7_HUMAN,CMTM7,PF01284;
Q96FZ7,CHMP6_HUMAN,CHMP6,PF03357;
Q96G01,BICD1_HUMAN,BICD1,PF09730;
Q96G03,PGM2_HUMAN,PGM2,PF02878;PF02879;PF02880;
Q96G04,EF2KT_HUMAN,EEF2KMT,PF14904;PF10294;
Q96G21,IMP4_HUMAN,IMP4,PF04427;
Q96G23,CERS2_HUMAN,CERS2,PF00046;PF03798;
Q96G25,MED8_HUMAN,MED8,PF10232;
Q96G28,CFA36_HUMAN,CFAP36,PF11527;
Q96G30,MRAP2_HUMAN,MRAP2,PF15183;
Q96G42,KLD7B_HUMAN,KLHDC7B,PF01344;
Q96G46,DUS3L_HUMAN,DUS3L,PF01207;
Q96G61,NUD11_HUMAN,NUDT11,PF00293;
Q96G74,OTUD5_HUMAN,OTUD5,PF02338;
Q96G75,RMD5B_HUMAN,RMND5B,PF10607;PF13445;
Q96G79,S35A4_HUMAN,SLC35A4,PF04142;
Q96G91,P2Y11_HUMAN,P2RY11,PF00001;
Q96G97,BSCL2_HUMAN,BSCL2,PF06775;
Q96GA3,LTV1_HUMAN,LTV1,PF04180;
Q96GA7,SDSL_HUMAN,SDSL,PF00291;
Q96GC6,ZN274_HUMAN,ZNF274,PF01352;PF02023;PF00096;
Q96GC9,VMP1_HUMAN,VMP1,null
Q96GD0,PLPP_HUMAN,PDXP,PF13344;PF13242;
Q96GD3,SCMH1_HUMAN,SCMH1,PF02820;PF17208;PF00536;PF12140;
Q96GD4,AURKB_HUMAN,AURKB,PF00069;
